run_id,dataset,method,scenario,seed,task_idx,metric,value
cifar224__simplecil__cumulative_drift__seed2,cifar224,simplecil,cumulative_drift,2,9,BWT,-0.06538095238095243
cifar224__simplecil__cumulative_drift__seed2,cifar224,simplecil,cumulative_drift,2,9,Forgetting,0.06538095238095243
cifar224__simplecil__cumulative_drift__seed2,cifar224,simplecil,cumulative_drift,2,9,FWT,0.8464920634920635
cifar224__simplecil__cumulative_drift__seed2,cifar224,simplecil,cumulative_drift,2,9,RAG_mean,0.05000000000000001
cifar224__simplecil__cumulative_drift__seed2,cifar224,simplecil,cumulative_drift,2,9,Repetition_Gain,nan
cifar224__simplecil__cumulative_drift__seed2,cifar224,simplecil,cumulative_drift,2,9,Anchor_Retention,0.8133333333333334
cifar224__simplecil__cumulative_drift__seed2,cifar224,simplecil,cumulative_drift,2,9,Long_Range_Retention,0.79
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,0,A_t,0.9390000000000001
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,0,AIA,0.9390000000000001
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,0,BWT,nan
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,0,Forgetting,nan
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,0,FWT,nan
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,0,RAG_mean,nan
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,0,Repetition_Gain,nan
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,1,A_t,0.8994285714285712
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,1,AIA,0.9192142857142857
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,1,BWT,-0.023000000000000242
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,1,Forgetting,0.023000000000000242
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,1,FWT,0.9390000000000001
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,1,RAG_mean,-0.01666666666666668
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,1,Repetition_Gain,0.06714285714285706
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,2,A_t,0.8759841269841271
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,2,AIA,0.9048042328042328
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,2,BWT,-0.03409523809523807
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,2,Forgetting,0.03409523809523807
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,2,FWT,0.9109285714285714
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,2,RAG_mean,-0.01666666666666668
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,2,Repetition_Gain,nan
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,3,A_t,0.8640178571428572
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,3,AIA,0.894607638888889
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,3,BWT,-0.041928571428571426
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,3,Forgetting,0.041928571428571426
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,3,FWT,0.8987142857142857
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,3,RAG_mean,-0.01666666666666668
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,3,Repetition_Gain,nan
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,4,A_t,0.8381714285714287
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,4,AIA,0.8833203968253969
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,4,BWT,-0.04489285714285704
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,4,Forgetting,0.04489285714285704
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,4,FWT,0.8954642857142857
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,4,RAG_mean,-0.01666666666666668
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,4,Repetition_Gain,nan
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,5,A_t,0.8258253968253967
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,5,AIA,0.8737378968253968
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,5,BWT,-0.04880952380952379
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,5,Forgetting,0.04880952380952379
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,5,FWT,0.8740857142857144
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,5,RAG_mean,-0.01666666666666668
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,5,Repetition_Gain,nan
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,6,A_t,0.809469387755102
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,6,AIA,0.8645566812439262
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,6,BWT,-0.06521428571428568
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,6,Forgetting,0.06521428571428568
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,6,FWT,0.8664999999999999
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,6,RAG_mean,-0.01666666666666668
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,6,Repetition_Gain,nan
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,7,A_t,0.7950714285714285
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,7,AIA,0.8558710246598639
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,7,BWT,-0.06712244897959185
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,7,Forgetting,0.06712244897959185
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,7,FWT,0.8653673469387755
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,7,RAG_mean,-0.01666666666666668
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,7,Repetition_Gain,nan
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,8,A_t,0.787694885361552
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,8,AIA,0.8482958980711626
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,8,BWT,-0.06889682539682544
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,8,Forgetting,0.06889682539682544
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,8,FWT,0.8538035714285714
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,8,RAG_mean,-0.01666666666666668
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,8,Repetition_Gain,nan
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,9,A_t,0.7878714285714286
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,9,AIA,0.8422534511211891
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,9,BWT,-0.06701587301587301
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,9,Forgetting,0.06701587301587301
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,9,FWT,0.8489365079365079
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,9,RAG_mean,-0.01666666666666668
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,9,Repetition_Gain,nan
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,9,Anchor_Retention,0.82
cifar224__simplecil__cumulative_drift__seed3,cifar224,simplecil,cumulative_drift,3,9,Long_Range_Retention,0.793
cifar224__simplecil__disjoint_baseline__seed1,cifar224,simplecil,disjoint_baseline,1,0,A_t,0.9289999999999999
cifar224__simplecil__disjoint_baseline__seed1,cifar224,simplecil,disjoint_baseline,1,0,AIA,0.9289999999999999
cifar224__simplecil__disjoint_baseline__seed1,cifar224,simplecil,disjoint_baseline,1,0,BWT,nan
cifar224__simplecil__disjoint_baseline__seed1,cifar224,simplecil,disjoint_baseline,1,0,Forgetting,nan
cifar224__simplecil__disjoint_baseline__seed1,cifar224,simplecil,disjoint_baseline,1,0,FWT,nan
cifar224__simplecil__disjoint_baseline__seed1,cifar224,simplecil,disjoint_baseline,1,0,RAG_mean,nan
cifar224__simplecil__disjoint_baseline__seed1,cifar224,simplecil,disjoint_baseline,1,0,Repetition_Gain,nan
cifar224__simplecil__disjoint_baseline__seed1,cifar224,simplecil,disjoint_baseline,1,1,A_t,0.887
cifar224__simplecil__disjoint_baseline__seed1,cifar224,simplecil,disjoint_baseline,1,1,AIA,0.9079999999999999
cifar224__simplecil__disjoint_baseline__seed1,cifar224,simplecil,disjoint_baseline,1,1,BWT,-0.03299999999999981
cifar224__simplecil__disjoint_baseline__seed1,cifar224,simplecil,disjoint_baseline,1,1,Forgetting,0.03299999999999981
cifar224__simplecil__disjoint_baseline__seed1,cifar224,simplecil,disjoint_baseline,1,1,FWT,0.9289999999999999
cifar224__simplecil__disjoint_baseline__seed1,cifar224,simplecil,disjoint_baseline,1,1,RAG_mean,nan
cifar224__simplecil__disjoint_baseline__seed1,cifar224,simplecil,disjoint_baseline,1,1,Repetition_Gain,nan
cifar224__simplecil__disjoint_baseline__seed1,cifar224,simplecil,disjoint_baseline,1,2,A_t,0.8730000000000001
cifar224__simplecil__disjoint_baseline__seed1,cifar224,simplecil,disjoint_baseline,1,2,AIA,0.8963333333333333
cifar224__simplecil__disjoint_baseline__seed1,cifar224,simplecil,disjoint_baseline,1,2,BWT,-0.03899999999999987
cifar224__simplecil__disjoint_baseline__seed1,cifar224,simplecil,disjoint_baseline,1,2,Forgetting,0.03899999999999987
cifar224__simplecil__disjoint_baseline__seed1,cifar224,simplecil,disjoint_baseline,1,2,FWT,0.9035
cifar224__simplecil__disjoint_baseline__seed1,cifar224,simplecil,disjoint_baseline,1,2,RAG_mean,nan
cifar224__simplecil__disjoint_baseline__seed1,cifar224,simplecil,disjoint_baseline,1,2,Repetition_Gain,nan
cifar224__simplecil__disjoint_baseline__seed1,cifar224,simplecil,disjoint_baseline,1,3,A_t,0.8380000000000001
cifar224__simplecil__disjoint_baseline__seed1,cifar224,simplecil,disjoint_baseline,1,3,AIA,0.88175
cifar224__simplecil__disjoint_baseline__seed1,cifar224,simplecil,disjoint_baseline,1,3,BWT,-0.045999999999999965
cifar224__simplecil__disjoint_baseline__seed1,cifar224,simplecil,disjoint_baseline,1,3,Forgetting,0.045999999999999965
